,RegionID,Bedroom,RegionName,RegionType,StateName,State,Metro,CountyName,1/31/2010,2/28/2010,3/31/2010,4/30/2010,5/31/2010,6/30/2010,7/31/2010,8/31/2010,9/30/2010,10/31/2010,11/30/2010,12/31/2010,1/31/2011,2/28/2011,3/31/2011,4/30/2011,5/31/2011,6/30/2011,7/31/2011,8/31/2011,9/30/2011,10/31/2011,11/30/2011,12/31/2011,1/31/2012,2/29/2012,3/31/2012,4/30/2012,5/31/2012,6/30/2012,7/31/2012,8/31/2012,9/30/2012,10/31/2012,11/30/2012,12/31/2012,1/31/2013,2/28/2013,3/31/2013,4/30/2013,5/31/2013,6/30/2013,7/31/2013,8/31/2013,9/30/2013,10/31/2013,11/30/2013,12/31/2013,1/31/2014,2/28/2014,3/31/2014,4/30/2014,5/31/2014,6/30/2014,7/31/2014,8/31/2014,9/30/2014,10/31/2014,11/30/2014,12/31/2014,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020
19834,21244,2,West Tawakoni,City,TX,TX,Dallas-Fort Worth-Arlington,Hunt County,39481,39606,39747,39651,39459,38893,38495,38248,38290,38106,37811,37460,37297,37048,36809,36699,36742,36916,36955,36849,36609,36539,36608,36802,36726,36751,36535,36331,36072,36018,36146,36250,36473,36568,36559,36433,36417,36601,37061,37527,37964,38155,38273,38423,38414,38455,38586,38878,39331,39513,39748,39747,39743,39728,39738,39867,39990,40195,40238,40180,40133,40281,40235,40167,39967,40078,40451,40681,40893,40758,40850,40812,40687,40487,40372,40476,40851,41018,40857,40649,40689,41150,41776,42625,43261,43499,43793,44365,45202,45644,46103,46802,47655,48334,48378,48271,48088,48338,48752,49044,49250,49860,50702,51328,51577,51906,52765,53653,54817,55709,56306,56704,56943,57304,57548,57879,58415,58905,59267,59638,59888,60236,60714
19847,33768,2,Runaway Bay,City,TX,TX,Dallas-Fort Worth-Arlington,Wise County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89744,90281,90860,92442,94060,95000,95085,94868,94965,95071,95008,94820,94577,94460,94302,93087,91579,91247,92540,94247,95132,95803,96596,97456,98330,99148,100009,101428,103036,104047,104266
19897,41678,2,Westover Hills,City,TX,TX,Dallas-Fort Worth-Arlington,Tarrant County,121650,121398,121763,122815,123103,122559,121971,121310,121652,121777,122947,123884,124689,124523,124088,123116,122557,121482,120611,120505,120634,120940,120571,120399,120223,120587,120608,121321,121976,123066,123728,123840,123537,123660,124001,124347,124611,125269,125914,125874,126054,126333,127571,128310,129658,130233,131476,132456,134063,134530,135514,136626,137767,138909,138653,139709,139785,140835,140886,141342,141385,142652,143513,144205,144629,145823,147754,148929,149886,150876,152231,153249,154001,154283,154921,156463,158577,159817,160677,162327,165070,166977,167853,168880,170504,172213,173947,175147,175467,176104,177054,177348,176393,176061,176893,178036,178734,180218,182103,183871,185268,186350,187305,186481,185104,184043,183325,183275,183701,183833,183389,182055,182258,182696,183223,185328,188362,191177,193645,195673,197719,199993,202937
20097,47402,2,Riviera,City,TX,TX,Kingsville,Kleberg County,162483,161808,161703,162998,164187,164743,163174,162648,161736,161155,159726,158781,158078,157848,157668,157592,157064,156864,155834,155525,155249,155675,155969,155449,154626,152793,150179,148181,147033,146845,147457,147648,146893,145717,144271,144583,145212,146610,148506,150059,150627,150823,150791,151246,152242,153272,155460,156019,156976,157509,158840,158710,160213,160687,163111,163704,165209,166079,166918,168348,170768,173203,175148,176096,177481,179638,180629,182372,184005,187534,190856,194646,195620,196715,196441,199946,199794,200049,198864,199606,198648,196375,194020,191630,190485,190074,191289,192525,193529,193792,193637,194897,197403,200183,200876,199955,198219,196948,195980,195540,197113,199079,202680,204125,204886,203674,203054,204250,205920,207378,209138,210220,210612,209987,208641,207862,207215,208008,209186,209540,209519,209076,207800
20106,231390,2,Bevil Oaks,City,TX,TX,Beaumont-Port Arthur,Jefferson County,147056,146789,146180,145533,145761,145325,144608,143084,142309,142389,142141,141275,140781,140453,140471,140664,140668,141256,141471,141933,142340,142048,141925,141544,141126,140232,139413,139552,139692,139754,139736,139455,138676,138064,138911,139969,141392,142053,142849,142450,141655,141275,141265,142150,143879,146301,147947,149271,150111,151659,151907,152381,153628,153668,153213,151295,150752,149537,147627,145660,143633,142411,142363,142806,142652,142997,144273,146381,146493,146286,145888,146125,146513,146796,146690,146360,146051,146313,146742,147549,147623,146319,144634,143221,143607,144453,146593,148410,150664,152467,153248,153257,154298,157814,164193,171675,177212,180672,181449,182410,183360,183721,183966,184994,189780,196524,200109,200940,201051,202943,203251,202921,202267,203801,205754,207284,205332,200771,197132,195172,194356,193192,194036
20140,32029,2,High Island,City,TX,TX,Houston-The Woodlands-Sugar Land,Galveston County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186438,187127,187103,186470,184434,183290,182692,182714,181744,180692,179583,178424,177190,174676,172215,170859,171930,170771,168179,163986,161467,158728,155759,152572,149205,146130,142830,138916,133932,129600
20223,8481,2,Gholson,City,TX,TX,Waco,McLennan County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85015,84710,84492,84875,86180,87564,89344,91227,94018,96446,98673,100679,102305,104274,106315,107751,107762,107503,106852,105955,104379,103244,103336,103558,104178,104989,107034,108692,110080,111914,113429,115390,115479,116408,115653,115993,117466,120775,123006,124491,124364,122845,119737,116861,115908,116441,118021,119018,118719,117051,115797,115207,115883,117341,119987,122354,124114,124513,124733
20233,238656,2,Villa Verde,City,TX,TX,McAllen-Edinburg-Mission,Hidalgo County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41229,41579,41896,42516,43104,43749,44241,44508,44688,44802,44659,44311,43866,43560,43138,42657,42045,41145,40406,39982,39620,39274,39307,39648,40105,40279,40690,41206,41860,42737,43637,44496,45457,46543,47552,48554
20264,36783,2,Valley View,City,TX,TX,Gainesville,Cooke County,66463,65934,65756,66578,66822,66973,67158,67928,68841,69668,69400,69613,69184,68906,67772,66360,65648,65770,65985,66024,65676,65610,65422,64398,63385,62820,62869,62480,61926,60875,59799,59008,58553,57894,57278,56826,57077,57380,58096,59132,60301,60881,61476,61778,62363,62918,63721,64552,64758,64590,64139,63520,62227,61420,60997,61184,61080,61283,61381,61575,61411,61128,60432,59847,59690,59980,60661,61055,60876,60242,59695,59334,59053,59101,59596,60514,61653,62825,62750,61865,60888,60327,60360,60758,62430,63699,64071,63440,63253,62608,62748,63015,64741,66225,67488,68199,67841,67405,67828,69025,69872,70319,70176,70380,69728,69450,69075,69350,69852,70300,70325,70285,70371,70740,71320,71675,71877,71788,71674,71179,70679,70262,69841
20290,25426,2,Knippa,City,TX,TX,Uvalde,Uvalde County,61909,61243,61504,61915,62258,61891,61586,62497,63580,64717,64734,64790,64988,65769,66297,66993,67430,68895,69837,70734,71392,71446,72047,71918,72537,72635,72698,71935,71470,70474,70383,70543,70586,71016,71656,73388,74160,74578,74950,76047,76950,77625,78427,78620,79644,80337,80841,80851,81596,82240,82803,82926,84485,86627,87738,88311,87439,87525,87601,87893,88082,88846,88963,88776,87642,87135,87905,89038,90916,92042,93154,93740,93114,92496,92955,95145,96480,96641,94907,93863,92980,92638,91877,90956,90459,90148,90183,89387,89086,88889,89577,90207,90376,89865,90258,91777,94555,97020,97936,98940,100338,102876,104713,105388,106017,107101,106871,106772,106396,106469,106087,105154,104186,102665,101479,100997,100659,100205,100194,99480,98209,96737,96214
20306,56551,2,Stonewall,City,TX,TX,Fredericksburg,Gillespie County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111710,111681,111665,111432,111207,110640,110099,109526,109305,109290,109993,110722,112088,113376,114693,115472,115806,117084,118809,120512,122113,123835,124965,125657,125998,126406,126893,128362,130690,132403,133152,134174,135069,135687,135961,136900,136855,136129,135028,134269,134582,135295,137175,138928,139357,138818,137243,136722,136574,136980,137622,138322,137756,136589,134565,134317,136099,139127,143063,145091,147729,150077,152205,153533,155415,158516,162735,163806,163082,160604,158932,159511,160103,161528,162046,163070,163568,163689,164818,166090,166701,167360,168645,169851,170135,169384,169382,169347,169646,169634,168311,167835,168119,168793,168323
20433,239165,2,Zuehl,City,TX,TX,San Antonio-New Braunfels,Guadalupe County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150213,150032,149873,149411,149436,149358,149876,149950,150776,151383,152027,152443,153083,154199,155506,157423,158626,160471,161354,163638,164526,166234,168160,170882,173303,174848,176208,177112,178214,178789,179664,179590,179989,179694,179014
20437,26375,2,Palo Pinto,City,TX,TX,Mineral Wells,Palo Pinto County,98215,97117,96320,96109,96072,95968,96122,96822,97277,97787,99005,99978,101326,101698,102211,101847,102292,102468,102073,101370,100951,101217,100992,101421,100704,100475,99819,100740,101333,101774,101075,101073,101493,102048,102119,101607,102387,103150,104043,104056,104031,104344,105904,106677,107067,107005,108036,108723,108649,109181,109636,110372,110390,111197,112082,113248,113859,114660,115404,116665,118438,118890,120328,121207,123395,124329,124860,124642,125515,126134,127296,128221,129132,130138,129498,129291,128858,129438,130054,131258,131650,132620,132214,132523,131918,131968,132759,133921,135144,135716,136764,137290,138399,139027,140077,140573,142287,144762,147791,148871,149897,150990,152737,153963,154284,155508,157996,160688,162273,163116,163192,164453,165132,166292,166521,167220,168349,168741,168062,167238,166719,166069,165415
20486,23330,2,Venus,City,TX,TX,Dallas-Fort Worth-Arlington,Johnson County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122024,123914,125129,127882,130663,134481,137978,140551,141790,141941,142168,141732,141412,140601,140796,141082,140187,137003,134761,134894,136904,139993,142555,146460,149867,152670,154575,156176,159694,164306,167103,165951,164549,164187,163112,159471,155654,154194,153125,153109,151847,149293,145443,144507,144335,143679,142515,142342,142185,140940,139488,137228,135108,133510,133039,131522
20501,45308,2,Forreston,City,TX,TX,Dallas-Fort Worth-Arlington,Ellis County,71746,72533,72650,72373,71338,70995,71154,71248,71302,71806,73027,74082,74660,74087,74500,74895,77032,78307,79228,78968,78485,78464,78443,78571,77694,77118,76072,75817,74657,73819,72853,73100,73453,73596,74300,74158,74350,74032,74740,76120,77135,77381,76628,75847,75908,75683,74416,74042,74426,75714,76453,76255,76967,77627,78917,79409,79316,79434,79849,80172,80595,80495,80050,79497,79230,79466,80517,81818,83203,83620,83674,83381,82812,82368,83144,85213,87254,88816,89630,90419,90877,92141,94305,97420,99837,102184,103026,103544,103839,105783,106978,107439,107456,109166,111419,112635,114139,116437,119810,121857,121759,119459,118248,119272,122953,125296,126265,126426,127955,128715,130046,131261,134789,138686,142018,143538,142703,141462,140539,140373,138770,136922,133866
20522,32574,2,Lorena,City,TX,TX,Waco,McLennan County,113951,113190,112772,111893,111918,111043,111532,111672,111495,111828,111709,112463,113565,115081,116291,117004,116388,115834,115236,116060,117780,118089,118027,116030,114408,112319,110405,109158,109027,109947,110293,110183,109566,110256,110711,112478,113239,114191,114418,115710,117206,118600,119515,120290,120803,120451,119913,119543,120551,122139,124072,123504,122038,120599,120256,119805,119016,118918,119996,120675,120970,120486,120384,120830,121364,121889,122632,123234,124272,125040,125543,125828,125978,126805,127660,129837,131668,132663,132260,132489,133210,134251,134886,135351,135714,136205,136864,137062,137270,138720,140668,141620,141369,141228,141730,143092,144175,144844,145237,144775,145208,145225,145624,146811,147669,149850,150994,153069,154369,155540,155719,156462,157018,157572,157812,157754,158459,157972,158076,156994,156631,156436,157027
20663,4807,2,Frankston,City,TX,TX,Palestine,Anderson County,60529,60443,60512,60923,61405,61487,61816,62065,62626,62977,63434,63408,63203,63294,63392,63514,62910,63106,63013,63097,62651,62135,61788,61546,61409,61073,60894,60787,60840,60663,60227,60241,60380,61130,61569,62259,62817,63221,63144,63111,63140,63146,63337,63233,63409,63028,63063,63147,63565,63808,64282,64718,65451,66122,66698,67029,67529,68414,69277,69785,70428,71205,72355,72714,72963,73271,74098,75046,74677,73826,72497,71800,71172,70849,70289,70180,70031,69847,69320,69366,70475,72050,73559,74515,74770,75026,75250,76163,77142,78442,79460,79457,79067,78609,78837,79372,80235,80924,81871,82009,82276,82294,83627,84446,85179,85238,86010,86436,86921,87056,87049,87110,87082,87233,86555,86647,86810,87458,87261,87276,87227,87524,87826
20765,235838,2,Mustang Ridge,City,TX,TX,Austin-Round Rock,Travis County,138524,139147,139864,140403,140997,142168,143420,145352,145449,145295,144901,144790,145250,144906,144261,142110,138552,135570,133731,132973,133226,133559,133500,133015,132773,132523,132458,132961,134663,135775,135584,133701,131220,129205,128657,129649,130898,132257,132948,133963,134952,135564,136254,137460,140227,141964,143282,143313,143113,142774,143512,144547,145550,146571,147966,149285,149801,152008,153847,155469,157598,160219,162009,162566,163119,164829,167294,169574,171322,171889,173316,176127,177651,178452,179232,180912,182356,182890,183583,185399,189131,192992,195792,195904,196693,197891,198866,199899,201246,203852,204030,203655,201330,200630,200504,202382,203658,205067,207621,209887,212818,212512,213557,211619,211104,208410,205749,202810,199293,197653,196595,197502,196523,196245,196068,197897,199108,200999,202732,204205,206380,207067,206900
20883,48071,2,Tye,City,TX,TX,Abilene,Taylor County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53778,54108,54142,54503,55007,55702,56151,56745,57087,57485,57688,57811,58474,58918,60007,60543,60499,60243,60682,61113,61391,60859,60629,61010,61151,61317,61168,61349,62258,62881,63351,63699,64903,67150,69327,70220,70228,70413,70384,70920,71178,72059,71662,70559,69427,69002,68783,69518,69987,70641,70965,71666,71946,71731,72225,72826,73038,72376,71848,71189,70808,71043,71014,70586,70399,71177,72413,73580,74585,75333,76005,76368,77710,77973,78462,77773,77507,76815,76157,76266,76907,77980,78488,79142,78913,79059,79165,80259,80975,81573,81738,81267
20891,53918,2,Pleak,City,TX,TX,Houston-The Woodlands-Sugar Land,Fort Bend County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115791,115264,114685,113265,112197,111720,112516,113152,114018,114643,115719,116707,118019,119657,121006,122576,123457,124439,123526,123909,124154,125272,125070,124775,124088,122879,122889,123974,126253,126880,127668,126511,125223,123422,123791,125481,127277,129484,130816,131375,130835,131514,132778,134603,137403,140428,142546,143092,143917,144634,145215,146035,148012,149723,151043,152279,153112,153683,154795,157003,158988,160295,161436,162929,163976,164942,165903,166848,167718,168745,169523,169984,170438,171358,172546
20957,10652,2,Caddo,City,TX,TX,Mineral Wells,Palo Pinto County,90472,90375,89677,89677,90186,92912,95388,97193,97317,96430,95688,95235,95609,96235,96587,96677,96225,95287,93874,92678,92841,93024,91938,91047,91030,92056,92308,92945,94607,95465,96207,96362,97558,99444,102248,104501,104731,104309,104958,106628,108093,109845,111063,112959,114147,114823,115863,116174,118084,119856,122677,124180,124196,124574,126762,128745,129894,131250,132443,134351,134752,135391,135019,134010,134535,134529,134418,133888,133816,133920,133762,134070,135213,137213,138583,141419,143135,145193,145878,146987,149392,151576,153797,154864,156889,158239,160254,161272,162673,164309,166224,168443,168306,167999,167679,168744,169438,169464,169774,170068,170499,170500,170515,170326,170766,171550,173375,175088,175898,176234,175489,175273,174858,174741,174683,174447,174484,174299,173235,171762,170795,170530,170699
20983,29222,2,Mingus,City,TX,TX,Mineral Wells,Palo Pinto County,,,,,,,,,,,,,57696,57722,57880,57741,57437,57184,57349,57720,58265,59245,59932,60471,60534,61078,61389,62138,62904,63191,63227,63102,63204,62463,62317,62316,63091,62909,62816,62703,63231,64318,64840,65024,64686,64858,65039,65494,65913,66529,66936,67379,67290,67560,67931,68764,69001,69245,68866,68511,67999,68320,68590,69021,69360,69721,70314,70761,72233,72870,73397,73236,73700,74272,74917,75083,75468,75841,75801,74982,73848,73629,74239,74741,74383,74073,74048,74642,73858,72758,71919,71837,71292,71066,70824,71838,72827,73372,73817,74413,76392,77995,79136,80205,81387,82387,82773,83586,85084,86203,86481,85720,85320,85421,85815,86036,86452,86644,87144,86629,85785,85432,85736
21024,49430,2,Lueders,City,TX,TX,Abilene,Jones County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35036,35102,34959,34950,35149,35702,36247,36612,37031,37632,38342,39016,39441,39973,40777,41568,41924,41712,41593,41772,41932,41733,41428,41210,41570,41501,42067,42525,43143,43291,43241,43639,43873,44313,44629,45119,45359,45898,46037,46291,46570,47309,48211,48840,49628
21102,6666,2,Quinlan,City,TX,TX,Dallas-Fort Worth-Arlington,Hunt County,70358,70616,70811,71016,71219,71388,71299,71061,70994,71160,71134,70926,70708,70113,69516,69104,69316,69134,69123,68838,68824,68194,67742,67517,67971,68511,69107,69052,68809,68662,68825,68849,68861,69031,69377,69530,68992,68486,68257,68720,69074,69353,69084,69142,69198,69455,69560,69670,70206,70778,70806,70323,70056,70041,70228,70489,70670,71075,71484,71795,72030,72493,73190,73690,73619,73892,74877,75922,76838,77110,77265,77640,78098,78240,78293,78989,80448,81723,81949,81448,80985,81011,81343,81916,82456,83356,84435,85417,86144,86374,87350,89550,91720,93437,94516,94893,94914,94387,94095,93465,91972,90897,88686,86858,85645,86084,87016,87321,86966,86152,85366,85104,85446,85569,86276,86271,85757,84164,82426,81357,80857,80779,80466
21122,54780,2,Uhland,City,TX,TX,Austin-Round Rock,Hays County,88256,88052,88201,87928,87863,87571,87256,86925,86742,86732,86277,86194,87117,88565,89901,90832,90962,90741,89882,90019,91084,92342,92960,93085,91671,89930,88432,88190,89290,90868,92289,92309,90501,89192,89209,89929,90910,90421,90097,89679,90039,89869,89973,90447,91799,92416,91771,90605,90084,91500,92783,92918,90609,88828,87387,87038,87075,87370,87749,88546,89166,89688,89694,90329,92401,94561,96785,97647,98102,98885,100511,102032,103030,103674,104543,105174,105757,106465,107005,108351,109006,109768,109662,109512,109622,109743,110360,111526,112293,112558,112392,112356,113148,113488,114432,115570,117099,118302,118978,119613,119616,120164,121080,121950,122603,123199,123838,124728,124876,125661,126421,127380,129025,130288,131527,132607,133578,134811,135869,136644,137777,138578,139558
